YEAR,MO,DY,HR,WD10M,T2M,RH2M,QV2M,T2MDEW,U10M,PS,T2MWET,WS10M,V10M,PRECTOTCORR
2021,10,6,9,335.71,10.92,82.69,6.96,8.09,2.64,97.22,9.51,6.42,-5.85,0.1
2021,10,6,10,338.63,11.71,76.69,6.77,7.8,2.41,97.2,9.76,6.6,-6.15,0.08
2021,10,6,11,341.1,12.34,73.69,6.77,7.83,2.15,97.21,10.08,6.63,-6.27,0.09
2021,10,6,12,342.15,12.53,72.69,6.77,7.81,2.01,97.19,10.17,6.55,-6.23,0.06
2021,10,6,13,341.72,12.73,72.56,6.84,7.98,2.05,97.19,10.35,6.55,-6.22,0.05
2021,10,6,14,340.95,12.72,72.81,6.9,8.02,2.12,97.18,10.37,6.49,-6.13,0.05
2021,10,6,15,341.21,12.22,76.06,6.96,8.15,1.94,97.21,10.19,6.02,-5.7,0.08
2021,10,6,16,342.4,11.12,84.06,7.14,8.52,1.33,97.22,9.82,4.39,-4.19,0.05
2021,10,6,17,342.74,9.3,92.06,6.96,8.05,0.97,97.26,8.68,3.26,-3.12,0.04
2021,10,6,18,341.35,8.45,94.69,6.71,7.62,1.06,97.31,8.04,3.32,-3.15,0.03
2021,10,6,19,340.05,7.87,97.25,6.65,7.44,1.18,97.37,7.65,3.46,-3.25,0.02
2021,10,6,20,338.15,7.34,99.69,6.53,7.29,1.31,97.39,7.32,3.53,-3.27,0.0
2021,10,6,21,338.89,7.07,100.0,6.47,7.07,1.39,97.42,7.07,3.86,-3.6,0.01
2021,10,6,22,339.55,6.78,100.0,6.41,6.78,1.35,97.4,6.78,3.87,-3.62,0.0
2021,10,6,23,341.11,6.87,99.75,6.35,6.83,1.32,97.38,6.85,4.08,-3.86,0.01
2021,10,7,0,341.23,6.84,98.69,6.29,6.65,1.38,97.37,6.74,4.27,-4.05,0.02
2021,10,7,1,339.38,6.62,98.56,6.16,6.39,1.46,97.34,6.51,4.15,-3.88,0.03
2021,10,7,2,335.93,6.42,98.25,6.04,6.15,1.7,97.34,6.29,4.18,-3.81,0.04
2021,10,7,3,335.15,6.48,97.75,6.04,6.13,1.87,97.32,6.3,4.44,-4.03,0.03
2021,10,7,4,335.45,6.58,97.88,6.1,6.26,1.95,97.33,6.42,4.68,-4.26,0.02
2021,10,7,5,336.27,6.65,97.94,6.16,6.33,1.93,97.33,6.49,4.8,-4.39,0.01
2021,10,7,6,339.98,6.8,97.56,6.16,6.42,1.74,97.35,6.61,5.09,-4.78,0.01
2021,10,7,7,344.65,7.64,95.81,6.41,7.0,1.46,97.37,7.32,5.52,-5.32,0.01
2021,10,7,8,350.27,9.23,91.31,6.84,7.86,1.1,97.35,8.55,6.52,-6.42,0.0
2021,10,7,9,354.02,11.1,84.31,7.14,8.55,0.77,97.32,9.83,7.42,-7.38,0.01
2021,10,7,10,358.36,12.48,78.12,7.26,8.8,0.23,97.29,10.63,8.19,-8.19,0.02
2021,10,7,11,0.05,13.3,75.19,7.39,9.04,-0.01,97.27,11.16,8.57,-8.57,0.02
2021,10,7,12,0.87,13.79,73.62,7.45,9.22,-0.13,97.2,11.51,8.72,-8.72,0.02
2021,10,7,13,2.36,13.97,73.12,7.51,9.29,-0.36,97.14,11.62,8.74,-8.73,0.03
2021,10,7,14,3.28,13.76,74.5,7.57,9.37,-0.48,97.1,11.56,8.46,-8.45,0.05
2021,10,7,15,2.22,13.19,77.94,7.63,9.47,-0.3,97.09,11.33,7.68,-7.67,0.02
2021,10,7,16,358.41,12.12,83.88,7.63,9.47,0.19,97.1,10.79,6.74,-6.73,0.01
2021,10,7,17,356.67,10.66,89.38,7.39,8.97,0.38,97.12,9.82,6.46,-6.45,0.0
2021,10,7,18,356.1,9.76,92.5,7.2,8.58,0.44,97.15,9.18,6.44,-6.42,0.0
2021,10,7,19,351.99,8.89,96.38,7.08,8.33,0.79,97.17,8.61,5.66,-5.61,0.0
2021,10,7,20,349.27,8.21,99.12,6.96,8.08,0.96,97.14,8.15,5.16,-5.07,0.0
2021,10,7,21,343.36,7.92,99.25,6.84,7.8,1.45,97.14,7.87,5.05,-4.84,0.01
2021,10,7,22,339.13,7.7,98.62,6.65,7.48,1.8,97.14,7.59,5.07,-4.73,0.01
2021,10,7,23,333.48,7.39,98.44,6.53,7.15,2.14,97.13,7.26,4.79,-4.29,0.01
2021,10,8,0,326.17,7.05,98.19,6.35,6.76,2.45,97.11,6.9,4.39,-3.65,0.02
2021,10,8,1,321.9,6.83,97.94,6.23,6.51,2.47,97.11,6.67,4.0,-3.15,0.03
2021,10,8,2,323.39,6.79,97.31,6.16,6.37,2.23,97.13,6.58,3.75,-3.01,0.05
2021,10,8,3,328.62,6.62,97.25,6.1,6.19,1.82,97.14,6.41,3.5,-2.98,0.07
2021,10,8,4,330.24,6.48,97.12,6.04,6.04,1.59,97.16,6.26,3.19,-2.77,0.08
2021,10,8,5,331.77,6.41,96.81,5.98,5.93,1.42,97.18,6.17,3.01,-2.65,0.07
2021,10,8,6,332.3,6.37,96.62,5.98,5.86,1.4,97.19,6.12,3.01,-2.66,0.06
2021,10,8,7,332.73,6.57,96.06,5.98,5.97,1.43,97.2,6.26,3.12,-2.77,0.05
2021,10,8,8,332.75,6.99,95.12,6.1,6.24,1.47,97.22,6.62,3.21,-2.85,0.05
2021,10,8,9,333.25,7.83,93.25,6.35,6.79,1.45,97.21,7.3,3.21,-2.87,0.03
2021,10,8,10,333.63,9.09,89.81,6.65,7.49,1.4,97.23,8.29,3.15,-2.82,0.02
2021,10,8,11,335.74,10.32,85.69,6.9,8.02,1.32,97.21,9.17,3.21,-2.93,0.01
2021,10,8,12,340.1,11.44,81.94,7.14,8.48,1.12,97.14,9.96,3.28,-3.09,0.0
2021,10,8,13,345.84,12.38,78.75,7.26,8.82,0.83,97.12,10.6,3.38,-3.28,0.0
2021,10,8,14,348.77,12.87,77.25,7.39,9.02,0.68,97.1,10.95,3.49,-3.42,0.0
2021,10,8,15,348.97,12.72,78.62,7.45,9.13,0.65,97.08,10.93,3.39,-3.33,0.0
2021,10,8,16,342.05,11.66,88.0,7.75,9.73,0.73,97.1,10.69,2.36,-2.24,0.01
2021,10,8,17,335.03,9.9,95.12,7.45,9.13,0.95,97.09,9.51,2.26,-2.05,0.01
2021,10,8,18,337.65,9.39,97.75,7.39,9.04,0.87,97.11,9.22,2.28,-2.11,0.0
2021,10,8,19,340.99,8.94,100.0,7.39,8.94,0.72,97.09,8.94,2.21,-2.09,0.0
2021,10,8,20,345.19,8.63,100.0,7.32,8.63,0.54,97.1,8.63,2.11,-2.04,0.0
2021,10,8,21,345.04,8.22,100.0,7.32,8.22,0.55,97.08,8.22,2.12,-2.05,0.0
2021,10,8,22,343.65,7.75,100.0,7.2,7.75,0.59,97.06,7.75,2.11,-2.02,0.0
2021,10,8,23,340.62,7.57,100.0,7.14,7.57,0.65,97.06,7.57,1.95,-1.84,0.01
2021,10,9,0,333.09,7.55,100.0,7.02,7.55,0.78,97.04,7.55,1.73,-1.54,0.01
2021,10,9,1,324.33,7.69,100.0,6.96,7.69,0.91,97.03,7.69,1.57,-1.27,0.02
2021,10,9,2,315.19,7.86,99.5,6.77,7.78,1.2,97.03,7.82,1.7,-1.2,0.04
2021,10,9,3,308.28,7.52,98.31,6.59,7.26,1.3,97.04,7.39,1.65,-1.02,0.05
2021,10,9,4,301.67,7.18,97.81,6.41,6.84,1.2,97.03,7.01,1.41,-0.74,0.04
2021,10,9,5,300.21,7.05,97.5,6.29,6.67,1.14,97.05,6.87,1.32,-0.66,0.04
2021,10,9,6,307.55,7.17,97.25,6.35,6.74,1.05,97.09,6.96,1.32,-0.8,0.05
2021,10,9,7,320.73,7.72,96.44,6.53,7.16,0.88,97.15,7.44,1.38,-1.07,0.06
2021,10,9,8,332.01,8.46,95.75,6.84,7.8,0.73,97.16,8.13,1.55,-1.37,0.08
2021,10,9,9,334.93,9.12,94.94,7.08,8.33,0.8,97.19,8.73,1.88,-1.7,0.06
2021,10,9,10,332.24,10.07,92.31,7.32,8.86,0.94,97.21,9.47,2.01,-1.78,0.05
2021,10,9,11,329.82,10.9,90.44,7.57,9.37,1.09,97.19,10.14,2.16,-1.87,0.06
2021,10,9,12,329.85,11.47,89.19,7.75,9.73,1.23,97.2,10.59,2.46,-2.12,0.07
2021,10,9,13,331.83,11.58,89.06,7.81,9.83,1.35,97.17,10.7,2.86,-2.52,0.06
2021,10,9,14,334.97,11.45,89.69,7.81,9.8,1.32,97.16,10.62,3.12,-2.83,0.06
2021,10,9,15,336.78,11.17,90.88,7.75,9.72,1.27,97.17,10.44,3.23,-2.97,0.06
2021,10,9,16,335.84,10.65,94.19,7.75,9.73,1.16,97.15,10.19,2.83,-2.58,0.08
2021,10,9,17,334.19,10.01,96.75,7.63,9.49,1.16,97.19,9.75,2.66,-2.39,0.11
2021,10,9,18,331.95,9.8,97.31,7.57,9.37,1.4,97.2,9.58,2.97,-2.62,0.1
2021,10,9,19,329.5,9.65,97.75,7.51,9.29,1.5,97.21,9.47,2.96,-2.55,0.07
2021,10,9,20,328.23,9.44,98.38,7.45,9.18,1.46,97.23,9.3,2.78,-2.36,0.04
2021,10,9,21,328.51,9.26,98.75,7.45,9.07,1.36,97.2,9.17,2.6,-2.22,0.04
2021,10,9,22,329.54,9.05,99.0,7.32,8.89,1.23,97.2,8.97,2.42,-2.09,0.03
2021,10,9,23,330.13,8.8,99.25,7.2,8.68,1.12,97.22,8.73,2.24,-1.95,0.03
2021,10,10,0,330.9,8.55,99.25,7.08,8.44,1.0,97.22,8.5,2.06,-1.8,0.03
2021,10,10,1,328.59,8.5,98.88,7.08,8.33,1.16,97.19,8.41,2.23,-1.91,0.04
2021,10,10,2,326.45,8.38,98.31,6.96,8.12,1.46,97.21,8.25,2.64,-2.2,0.05
2021,10,10,3,324.68,8.08,98.25,6.84,7.81,1.63,97.2,7.94,2.82,-2.3,0.04
2021,10,10,4,323.35,7.73,98.25,6.65,7.47,1.73,97.23,7.6,2.89,-2.32,0.04
2021,10,10,5,322.67,7.38,98.25,6.47,7.11,1.76,97.23,7.25,2.9,-2.3,0.03
2021,10,10,6,323.76,7.04,98.12,6.35,6.76,1.76,97.28,6.9,2.97,-2.4,0.02
2021,10,10,7,323.99,7.18,97.5,6.35,6.79,1.89,97.3,6.98,3.22,-2.6,0.02
2021,10,10,8,327.18,8.23,94.5,6.59,7.38,2.0,97.31,7.8,3.69,-3.1,0.01
2021,10,10,9,331.87,9.65,89.5,6.9,7.98,1.8,97.33,8.81,3.83,-3.38,0.0
2021,10,10,10,340.6,11.37,82.0,7.08,8.41,1.27,97.35,9.89,3.81,-3.59,0.0
2021,10,10,11,344.71,12.5,77.12,7.2,8.64,1.05,97.33,10.57,3.97,-3.83,0.0
2021,10,10,12,345.73,13.13,74.31,7.2,8.72,1.04,97.26,10.93,4.22,-4.09,0.0
2021,10,10,13,347.75,13.3,72.75,7.14,8.58,0.95,97.23,10.94,4.49,-4.39,0.0
2021,10,10,14,348.69,13.04,73.31,7.08,8.43,0.94,97.21,10.73,4.78,-4.69,0.0
2021,10,10,15,346.76,12.32,76.69,7.08,8.38,1.12,97.19,10.35,4.91,-4.78,0.0
2021,10,10,16,338.8,10.84,85.88,7.2,8.57,1.45,97.18,9.71,4.0,-3.73,0.0
2021,10,10,17,331.23,8.35,96.62,6.84,7.83,1.66,97.2,8.09,3.46,-3.03,0.0
2021,10,10,18,329.83,7.69,99.56,6.71,7.62,2.04,97.24,7.65,4.06,-3.51,0.0
2021,10,10,19,331.59,7.43,99.62,6.59,7.37,2.07,97.26,7.4,4.35,-3.83,0.0
2021,10,10,20,332.05,7.0,99.69,6.41,6.95,2.1,97.28,6.98,4.48,-3.96,0.0
2021,10,10,21,332.82,6.58,99.44,6.23,6.5,2.08,97.29,6.54,4.55,-4.05,0.0
2021,10,10,22,329.52,5.78,100.0,5.98,5.78,2.1,97.3,5.78,4.14,-3.57,0.0
2021,10,10,23,325.53,5.65,99.12,5.8,5.52,2.72,97.27,5.59,4.8,-3.96,0.0
2021,10,11,0,323.78,5.3,98.56,5.62,5.08,2.99,97.28,5.19,5.06,-4.09,0.01
2021,10,11,1,324.13,5.07,97.31,5.49,4.66,3.04,97.26,4.87,5.19,-4.2,0.01
2021,10,11,2,325.55,4.37,99.06,5.31,4.23,2.59,97.27,4.3,4.59,-3.78,0.01
2021,10,11,3,322.0,4.2,97.94,5.19,3.9,2.93,97.26,4.05,4.76,-3.75,0.01
2021,10,11,4,323.09,4.08,97.38,5.13,3.69,2.88,97.27,3.88,4.79,-3.83,0.01
2021,10,11,5,321.52,3.6,98.62,5.0,3.4,2.6,97.33,3.51,4.18,-3.27,0.01
2021,10,11,6,318.27,3.65,97.31,4.94,3.25,2.97,97.36,3.45,4.46,-3.33,0.02
2021,10,11,7,317.37,3.98,95.75,5.0,3.33,3.08,97.42,3.65,4.54,-3.34,0.02
2021,10,11,8,329.83,5.23,92.12,5.25,4.03,2.54,97.45,4.63,5.05,-4.37,0.0
2021,10,11,9,336.31,7.48,84.25,5.55,4.98,2.05,97.47,6.23,5.09,-4.66,0.0
2021,10,11,10,338.95,9.7,77.0,5.92,5.9,1.87,97.43,7.8,5.2,-4.85,0.0
2021,10,11,11,344.14,11.39,70.31,6.04,6.23,1.59,97.4,8.81,5.83,-5.61,0.0
2021,10,11,12,347.61,12.37,66.81,6.16,6.45,1.38,97.35,9.41,6.41,-6.26,0.0
2021,10,11,13,349.18,12.86,65.94,6.29,6.71,1.2,97.33,9.79,6.41,-6.3,0.0
2021,10,11,14,349.18,12.88,67.0,6.41,6.98,1.15,97.32,9.93,6.12,-6.01,0.0
2021,10,11,15,346.78,12.33,72.0,6.65,7.49,1.24,97.31,9.91,5.43,-5.29,0.0
2021,10,11,16,342.44,10.6,83.19,6.84,7.87,1.27,97.29,9.23,4.2,-4.0,0.0
2021,10,11,17,340.13,8.09,92.5,6.41,6.92,1.27,97.32,7.51,3.75,-3.52,0.0
2021,10,11,18,338.43,7.37,95.12,6.29,6.62,1.43,97.35,6.99,3.89,-3.62,0.0
2021,10,11,19,337.85,6.96,97.44,6.23,6.57,1.51,97.34,6.76,4.0,-3.7,0.0
2021,10,11,20,339.11,6.64,100.0,6.29,6.64,1.44,97.33,6.64,4.03,-3.77,0.0
2021,10,11,21,340.58,6.65,100.0,6.35,6.65,1.38,97.3,6.65,4.16,-3.92,0.0
2021,10,11,22,339.61,6.9,99.56,6.35,6.83,1.59,97.28,6.87,4.55,-4.27,0.01
2021,10,11,23,338.57,7.03,98.38,6.35,6.78,1.71,97.25,6.9,4.68,-4.36,0.01
2021,10,12,0,337.02,7.05,98.25,6.35,6.78,1.79,97.21,6.91,4.58,-4.22,0.02
2021,10,12,1,336.0,6.97,98.0,6.29,6.66,1.88,97.17,6.82,4.61,-4.21,0.03
2021,10,12,2,336.75,6.79,97.94,6.23,6.47,1.81,97.12,6.62,4.59,-4.22,0.04
2021,10,12,3,339.92,6.62,97.62,6.1,6.26,1.62,97.11,6.44,4.73,-4.45,0.05
2021,10,12,4,342.08,6.46,97.38,6.04,6.07,1.51,97.11,6.26,4.9,-4.66,0.05
2021,10,12,5,342.36,6.26,97.69,5.98,5.9,1.46,97.11,6.08,4.82,-4.59,0.05
2021,10,12,6,341.23,6.18,97.5,5.92,5.8,1.48,97.12,5.98,4.61,-4.37,0.05
2021,10,12,7,344.38,6.4,96.69,5.98,5.89,1.31,97.14,6.14,4.88,-4.7,0.05
2021,10,12,8,348.09,6.85,95.81,6.1,6.21,1.09,97.15,6.53,5.3,-5.19,0.04
2021,10,12,9,352.57,7.63,93.75,6.29,6.66,0.72,97.12,7.15,5.55,-5.51,0.02
2021,10,12,10,353.44,9.03,88.62,6.53,7.23,0.66,97.11,8.13,5.75,-5.71,0.01
2021,10,12,11,353.13,10.94,80.12,6.71,7.66,0.73,97.07,9.3,6.07,-6.03,0.0
2021,10,12,12,352.62,12.26,74.0,6.77,7.81,0.82,96.99,10.04,6.39,-6.34,0.0
2021,10,12,13,352.53,12.85,71.44,6.84,7.87,0.86,96.91,10.36,6.61,-6.55,0.0
2021,10,12,14,352.78,12.72,71.75,6.77,7.8,0.83,96.88,10.26,6.59,-6.54,0.0
2021,10,12,15,352.07,11.89,75.81,6.84,7.8,0.84,96.85,9.84,6.06,-6.0,0.0
2021,10,12,16,349.39,10.65,83.06,6.9,7.9,0.98,96.86,9.27,5.3,-5.21,0.0
2021,10,12,17,348.45,9.1,89.12,6.65,7.39,1.04,96.92,8.24,5.19,-5.09,0.0
2021,10,12,18,347.76,8.19,92.94,6.53,7.1,1.12,96.96,7.65,5.27,-5.15,0.0
2021,10,12,19,348.44,7.54,96.12,6.41,6.94,1.06,96.99,7.24,5.3,-5.2,0.01
2021,10,12,20,349.18,7.13,97.56,6.35,6.76,0.98,97.0,6.94,5.24,-5.15,0.01
2021,10,12,21,347.81,6.79,98.25,6.23,6.51,1.07,97.01,6.65,5.07,-4.95,0.01
2021,10,12,22,348.65,6.43,98.12,6.1,6.14,0.98,97.02,6.28,5.0,-4.91,0.02
2021,10,12,23,348.91,6.12,98.5,5.98,5.89,0.91,97.01,6.0,4.75,-4.66,0.05
2021,10,13,0,349.47,5.98,98.12,5.92,5.68,0.83,97.01,5.83,4.53,-4.45,0.07
2021,10,13,1,352.32,5.99,97.69,5.86,5.64,0.58,97.0,5.82,4.33,-4.29,0.09
2021,10,13,2,353.82,6.01,97.81,5.92,5.68,0.42,97.0,5.85,3.92,-3.9,0.1
2021,10,13,3,358.01,6.24,97.5,5.98,5.87,0.14,97.01,6.05,4.04,-4.04,0.09
2021,10,13,4,3.16,6.44,97.88,6.04,6.11,-0.23,97.03,6.27,4.11,-4.1,0.09
2021,10,13,5,3.62,6.54,98.31,6.16,6.27,-0.27,97.04,6.4,4.2,-4.2,0.07
2021,10,13,6,0.41,6.71,98.06,6.23,6.42,-0.03,97.08,6.57,4.38,-4.38,0.06
2021,10,13,7,356.82,7.3,97.12,6.41,6.86,0.27,97.12,7.08,4.93,-4.92,0.05
2021,10,13,8,356.86,8.29,94.06,6.59,7.36,0.31,97.19,7.82,5.71,-5.7,0.04
2021,10,13,9,357.28,9.43,88.44,6.71,7.6,0.3,97.2,8.51,6.42,-6.41,0.03
2021,10,13,10,355.06,10.48,82.5,6.71,7.64,0.58,97.21,9.06,6.71,-6.69,0.01
2021,10,13,11,354.99,11.55,74.69,6.53,7.26,0.62,97.21,9.4,7.07,-7.04,0.0
2021,10,13,12,355.47,12.26,68.12,6.23,6.63,0.58,97.19,9.45,7.33,-7.3,0.0
2021,10,13,13,355.45,12.37,64.88,5.98,6.01,0.59,97.15,9.19,7.48,-7.45,0.0
2021,10,13,14,356.05,11.97,65.12,5.86,5.68,0.52,97.17,8.83,7.49,-7.47,0.0
2021,10,13,15,355.3,11.12,69.94,5.92,5.9,0.55,97.19,8.51,6.76,-6.74,0.0
2021,10,13,16,350.61,9.4,80.44,6.1,6.21,0.88,97.21,7.8,5.41,-5.34,0.0
2021,10,13,17,346.62,7.16,90.06,5.86,5.62,1.08,97.28,6.39,4.66,-4.53,0.0
2021,10,13,18,345.52,6.36,92.62,5.68,5.23,1.23,97.35,5.8,4.91,-4.75,0.0
2021,10,13,19,344.57,5.55,96.06,5.55,4.94,1.27,97.37,5.24,4.76,-4.59,0.0
2021,10,13,20,342.78,4.85,99.38,5.49,4.75,1.31,97.4,4.8,4.43,-4.23,0.0
2021,10,13,21,339.34,4.51,99.81,5.37,4.48,1.59,97.43,4.49,4.52,-4.23,0.0
2021,10,13,22,338.27,4.45,98.06,5.25,4.16,1.75,97.43,4.3,4.73,-4.39,0.0
2021,10,13,23,338.48,3.9,99.38,5.13,3.82,1.52,97.42,3.87,4.13,-3.84,0.0
2021,10,14,0,336.82,3.44,100.0,5.07,3.44,1.42,97.42,3.44,3.61,-3.32,0.0
2021,10,14,1,329.33,3.47,98.31,4.94,3.21,1.84,97.41,3.33,3.61,-3.11,0.01
2021,10,14,2,321.99,3.21,97.75,4.82,2.87,2.12,97.4,3.05,3.45,-2.72,0.02
2021,10,14,3,314.01,3.05,97.19,4.76,2.63,2.29,97.43,2.84,3.18,-2.21,0.03
2021,10,14,4,310.86,2.88,96.75,4.64,2.4,2.26,97.42,2.64,2.99,-1.95,0.03
2021,10,14,5,308.17,2.72,96.81,4.58,2.24,2.23,97.45,2.48,2.83,-1.75,0.03
2021,10,14,6,313.24,2.8,96.25,4.58,2.24,1.97,97.48,2.52,2.7,-1.85,0.04
2021,10,14,7,317.97,3.12,95.38,4.64,2.43,1.71,97.51,2.77,2.56,-1.9,0.04
2021,10,14,8,314.1,3.62,94.5,4.76,2.8,1.77,97.57,3.21,2.47,-1.72,0.04
2021,10,14,9,311.73,4.42,93.31,5.0,3.4,1.73,97.55,3.91,2.32,-1.55,0.03
2021,10,14,10,314.25,5.57,90.88,5.25,4.16,1.52,97.56,4.87,2.12,-1.48,0.02
2021,10,14,11,322.54,7.39,83.94,5.55,4.84,1.1,97.51,6.12,1.81,-1.44,0.01
2021,10,14,12,327.48,8.96,76.38,5.62,5.06,0.74,97.42,7.01,1.38,-1.16,0.0
2021,10,14,13,326.45,10.37,69.75,5.62,5.15,0.48,97.35,7.76,0.86,-0.72,0.0
2021,10,14,14,322.43,11.19,65.38,5.55,4.99,0.23,97.29,8.09,0.38,-0.3,0.0
2021,10,14,15,341.57,11.05,67.25,5.68,5.27,0.1,97.24,8.16,0.32,-0.3,0.0
2021,10,14,16,34.92,9.46,78.69,5.98,5.97,-0.29,97.23,7.72,0.5,-0.41,0.0
2021,10,14,17,63.23,7.64,77.19,5.19,3.92,-0.85,97.24,5.78,0.95,-0.43,0.0
2021,10,14,18,90.35,6.82,80.12,5.07,3.64,-1.29,97.27,5.23,1.29,0.01,0.0
2021,10,14,19,113.39,5.98,84.31,5.07,3.53,-1.39,97.25,4.76,1.52,0.6,0.0
2021,10,14,20,133.84,5.21,89.25,5.07,3.56,-1.18,97.24,4.38,1.64,1.13,0.0
2021,10,14,21,150.35,4.46,94.56,5.13,3.64,-0.9,97.2,4.05,1.82,1.58,0.0
2021,10,14,22,163.58,3.94,98.94,5.13,3.78,-0.55,97.16,3.86,1.96,1.88,0.0
2021,10,14,23,175.7,3.55,100.0,5.19,3.55,-0.16,97.12,3.55,2.08,2.08,0.0
2021,10,15,0,184.48,3.25,100.0,5.25,3.25,0.17,97.07,3.25,2.2,2.2,0.0
2021,10,15,1,189.62,3.15,100.0,5.31,3.15,0.39,97.04,3.15,2.34,2.3,0.0
2021,10,15,2,191.35,3.01,100.0,5.37,3.01,0.48,96.96,3.01,2.42,2.38,0.0
2021,10,15,3,189.67,2.73,100.0,5.37,2.73,0.41,96.93,2.73,2.46,2.43,0.0
2021,10,15,4,185.25,2.46,100.0,5.37,2.46,0.22,96.91,2.46,2.39,2.38,0.0
2021,10,15,5,179.79,2.88,100.0,5.31,2.88,-0.01,96.9,2.88,2.12,2.12,0.0
2021,10,15,6,186.43,3.72,100.0,5.25,3.72,0.26,96.92,3.72,2.3,2.29,0.01
2021,10,15,7,195.75,5.44,96.0,5.55,4.83,0.59,96.96,5.13,2.16,2.08,0.0
2021,10,15,8,216.18,7.34,90.5,5.98,5.87,1.23,96.95,6.6,2.09,1.69,0.0
2021,10,15,9,231.63,10.05,81.88,6.47,7.09,1.69,96.92,8.57,2.15,1.34,0.0
2021,10,15,10,255.96,11.92,75.19,6.77,7.71,1.44,96.92,9.82,1.48,0.36,0.0
2021,10,15,11,292.1,13.05,71.0,6.9,7.97,1.04,96.88,10.51,1.12,-0.42,0.0
2021,10,15,12,326.66,13.9,68.62,7.02,8.3,0.78,96.79,11.1,1.42,-1.19,0.0
2021,10,15,13,340.8,14.27,69.44,7.32,8.83,0.67,96.74,11.55,2.04,-1.93,0.0
2021,10,15,14,348.22,14.23,71.69,7.51,9.26,0.54,96.7,11.74,2.64,-2.59,0.0
2021,10,15,15,352.39,13.59,77.81,7.81,9.83,0.37,96.69,11.71,2.77,-2.75,0.0
2021,10,15,16,355.2,11.31,90.62,7.87,9.8,0.19,96.72,10.56,2.24,-2.23,0.0
2021,10,15,17,356.88,8.76,97.12,7.08,8.31,0.15,96.75,8.53,2.73,-2.73,0.0
2021,10,15,18,355.68,8.25,98.94,6.96,8.08,0.2,96.79,8.17,2.7,-2.69,0.0
2021,10,15,19,350.59,7.35,100.0,6.84,7.35,0.44,96.81,7.35,2.68,-2.64,0.0
2021,10,15,20,343.01,6.49,100.0,6.65,6.49,0.77,96.82,6.49,2.65,-2.53,0.0
2021,10,15,21,334.45,5.99,100.0,6.53,5.99,1.1,96.82,5.99,2.55,-2.3,0.0
2021,10,15,22,326.36,5.97,100.0,6.47,5.97,1.34,96.79,5.97,2.41,-2.01,0.0
2021,10,15,23,320.06,6.05,100.0,6.35,6.05,1.69,96.78,6.05,2.63,-2.02,0.0
2021,10,16,0,314.07,5.84,100.0,6.16,5.84,2.2,96.79,5.84,3.06,-2.12,0.01
2021,10,16,1,308.66,5.59,100.0,6.04,5.59,2.5,96.74,5.59,3.2,-2.0,0.02
2021,10,16,2,305.84,5.6,99.75,5.86,5.56,2.9,96.75,5.58,3.58,-2.09,0.02
2021,10,16,3,304.15,5.52,97.94,5.74,5.21,3.13,96.75,5.37,3.79,-2.12,0.03
2021,10,16,4,303.9,5.42,97.62,5.68,5.06,2.91,96.78,5.24,3.5,-1.95,0.02
2021,10,16,5,298.45,5.09,97.75,5.55,4.76,2.9,96.82,4.92,3.3,-1.57,0.03
2021,10,16,6,293.31,4.83,97.56,5.43,4.46,2.94,96.85,4.65,3.2,-1.27,0.04
2021,10,16,7,292.23,5.01,96.81,5.43,4.52,2.91,96.87,4.76,3.14,-1.19,0.04
2021,10,16,8,301.39,5.8,95.69,5.68,5.15,2.62,96.9,5.48,3.08,-1.6,0.04
2021,10,16,9,311.06,6.78,93.94,5.98,5.86,2.3,96.89,6.32,3.06,-2.01,0.03
2021,10,16,10,319.86,7.7,92.38,6.29,6.52,1.89,96.92,7.12,2.93,-2.24,0.03
2021,10,16,11,331.73,8.94,88.5,6.53,7.12,1.39,96.92,8.03,2.94,-2.59,0.02
2021,10,16,12,341.37,10.11,84.12,6.71,7.55,0.94,96.88,8.83,2.94,-2.78,0.01
2021,10,16,13,351.54,10.89,81.12,6.84,7.79,0.43,96.86,9.34,2.92,-2.89,0.01
2021,10,16,14,359.36,11.15,80.88,6.9,8.01,0.03,96.85,9.58,2.79,-2.79,0.0
2021,10,16,15,1.77,11.06,82.56,7.02,8.22,-0.08,96.86,9.64,2.52,-2.52,0.0
2021,10,16,16,354.2,9.44,92.81,7.08,8.3,0.16,96.87,8.87,1.55,-1.54,0.0
2021,10,16,17,342.29,7.43,99.0,6.59,7.28,0.53,96.88,7.35,1.75,-1.66,0.0
2021,10,16,18,333.21,6.94,100.0,6.53,6.94,0.8,96.92,6.94,1.79,-1.59,0.0
2021,10,16,19,327.02,6.51,100.0,6.53,6.51,0.95,96.93,6.51,1.75,-1.47,0.0
2021,10,16,20,318.64,6.12,100.0,6.47,6.12,1.09,96.95,6.12,1.66,-1.24,0.0
2021,10,16,21,303.77,5.96,100.0,6.41,5.96,1.27,96.93,5.96,1.53,-0.85,0.0
2021,10,16,22,283.5,5.85,100.0,6.29,5.85,1.37,96.92,5.85,1.41,-0.33,0.02
2021,10,16,23,266.69,5.57,100.0,6.1,5.57,1.48,96.89,5.57,1.49,0.09,0.03
2021,10,17,0,257.28,5.37,100.0,5.92,5.37,1.52,96.89,5.37,1.56,0.34,0.03
2021,10,17,1,252.87,5.48,99.56,5.8,5.41,1.34,96.89,5.44,1.41,0.41,0.03
